(Intercept),clim_dissim,disp_mean,disp_variance,divergence,clim_dissim:disp_mean,clim_dissim:disp_variance,clim_dissim:divergence,disp_mean:disp_variance,disp_mean:divergence,disp_variance:divergence,df,logLik,AICc,delta,weight
0.0726511902899965,-0.015066549289995,NA,-5.40953225246775e-05,1.09554655719499e-05,NA,5.34775023569421e-05,-4.51569569091926e-05,NA,NA,NA,10,12590.3225593596,-25160.6205624071,163.087217956072,6.80830837792901e-37
0.0747487000103226,-0.018563466302545,NA,-4.60241881047324e-05,-1.76951609444339e-05,NA,5.57998699031435e-05,NA,NA,NA,-1.056316029637e-07,10,12590.1744432587,-25160.3243302052,163.383450157929,5.8710153153453e-37
0.0726293627551514,-0.0151952719398843,NA,-4.6506152974923e-05,1.11578608207148e-05,NA,5.56273482815019e-05,-4.37763855964054e-05,NA,NA,-9.89650541210968e-08,11,12590.4532299143,-25158.8769889646,164.830791398566,2.84725953611468e-37
0.0653448073652176,NA,-0.00417441418566718,4.02052302511764e-05,-1.77652780793007e-05,NA,NA,NA,NA,NA,-3.79713848238078e-07,9,12587.5157947221,-25157.0115001585,166.696280204687,1.12031798741294e-37
0.0634699547603486,NA,-0.00389189677081434,2.56316914679176e-06,NA,NA,NA,NA,NA,NA,NA,7,12585.0665548742,-25156.120612538,167.587167825117,7.17608410583826e-38
0.0632215801128266,NA,-0.00223458401952786,2.79733174886488e-06,4.16755714505354e-06,NA,NA,NA,NA,-2.029188560934e-05,NA,9,12586.842629139,-25155.6651689923,168.042611370885,5.7146443951393e-38
0.0726564397654906,-0.0180100370511969,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12583.6967395715,-25155.384107281,168.323673082166,4.96543653752369e-38
0.0654172101190825,NA,-0.00391569008409353,2.58026414422019e-06,-2.15957923846458e-05,NA,NA,NA,NA,NA,NA,8,12585.6071504266,-25155.1982312182,168.509549144947,4.52475388314535e-38
0.0650097665783421,NA,-0.00388838967419742,3.67055188996126e-05,-1.41139910049746e-05,NA,NA,NA,NA,-3.15918122338813e-06,-3.44053457113661e-07,10,12587.5289121911,-25155.0332680701,168.674512293059,4.16652190047854e-38
0.0743279886978721,-0.0180734041414687,NA,NA,-1.82273249806444e-05,NA,NA,NA,NA,NA,NA,7,12584.0827875211,-25154.1530778318,169.554702531368,2.68313662332288e-38
0.0726570786878446,-0.0180062228581069,NA,-1.00308241082044e-07,NA,NA,NA,NA,NA,NA,NA,7,12583.8052668807,-25153.598036551,170.109743812118,2.03290509562682e-38
0.0721056306943084,-0.014552381588669,NA,NA,1.20330219388024e-05,NA,NA,-4.57930053533867e-05,NA,NA,NA,8,12584.388042371,-25152.7600151068,170.947765256304,1.33703587407533e-38
0.0743255078494108,-0.0180694986600604,NA,-9.96377349917782e-08,-1.81933144983445e-05,NA,NA,NA,NA,NA,NA,8,12584.1898798062,-25152.3636899773,171.344090385875,1.09668562669908e-38
0.0721135728976851,-0.0145649939086164,NA,-9.82923290879798e-08,1.19251089488254e-05,NA,NA,-4.55789128322089e-05,NA,NA,NA,9,12584.4922755999,-25150.964461914,172.743318449149,5.44808203253211e-39
0.0743995977096706,-0.0180670403365676,NA,-6.69115282550954e-06,-1.89649225706562e-05,NA,NA,NA,NA,NA,6.68374545604595e-08,9,12584.253805258,-25150.4875212302,173.220259132962,4.29217365536599e-39
0.0721457855724692,-0.0144845158273832,NA,-7.33360154878083e-06,1.17463042185458e-05,NA,NA,-4.6590025576132e-05,NA,NA,7.33657814470083e-08,10,12584.5691652946,-25149.1137742772,174.59400608599,2.15959306406211e-39
0.0604016075516057,NA,-0.0013118266453063,NA,NA,NA,NA,NA,NA,NA,NA,6,12563.2446942685,-25114.4800166749,209.227763688228,6.51248921162066e-47
0.0618045587693992,NA,-0.00131660379708352,NA,-1.57419053156643e-05,NA,NA,NA,NA,NA,NA,7,12563.5309742437,-25113.0494512769,210.658329086218,3.18495783882252e-47
0.0629294118396571,NA,-0.00217190277181155,NA,-2.75623066468474e-05,NA,NA,NA,NA,9.13581776958984e-06,NA,8,12563.8116533441,-25111.6072370531,212.100543310033,1.54857002348307e-47
0.0587979565670876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12550.6919185447,-25091.377143649,232.330636714167,6.26645436403296e-52
0.0599702832879828,NA,NA,NA,-1.32168832709656e-05,NA,NA,NA,NA,NA,NA,6,12550.8932526283,-25089.7771333946,233.930646968562,2.81568501146879e-52
0.058801707018428,NA,NA,-1.07442029856397e-07,NA,NA,NA,NA,NA,NA,NA,6,12550.8152211801,-25089.6210704982,234.086709864954,2.60432656929953e-52
0.0599708752420568,NA,NA,-1.06970176349173e-07,-1.31814415918081e-05,NA,NA,NA,NA,NA,NA,7,12551.0154799463,-25088.0184626823,235.689317680899,1.16867452167224e-52
